hit_id	length	cysteine_content	pfam_query_accession	pfam_query_name
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02002219.1_prot_JAV49213.1_1	349	0.01	PF00735.21	Septin
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01002260.1_prot_JAA95683.1_1	349	0.01	PF00735.21	Septin
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01019172.1.p1	360	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01026955.1.p1	333	0.02	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01067644.1.p1	350	0.01	PF00735.21	Septin
Boiga_irregularis_GBSH01_id_lcl|GBSH01002465.1_prot_JAG66561.1_1	349	0.01	PF00735.21	Septin
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01030715.1.p1	350	0.01	PF00735.21	Septin
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01005505.1.p1	390	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01028906.1.p1	343	0.02	PF00735.21	Septin
Boiga_irregularis_GBSH01_id_lcl|GBSH01002466.1_prot_JAG66560.1_1	425	0.01	PF00735.21	Septin
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001468.1_prot_JAB53353.1_1	425	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01014942.1.p1	426	0.01	PF00735.21	Septin
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01041430.1.p1	426	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043117.1.p1	419	0.01	PF00735.21	Septin
Conophis_lineatus_GJFD01.transdecoder.pep_id_GJFD01001474.1.p1	426	0.01	PF00735.21	Septin
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01010281.1.p1	426	0.01	PF00735.21	Septin
Agkistrodon_conanti_GJUI01.transdecoder.pep_id_GJUI01000405.1.p1	425	0.01	PF00735.21	Septin
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02002223.1_prot_JAV49209.1_1	425	0.01	PF00735.21	Septin
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01002263.1_prot_JAA95680.1_1	425	0.01	PF00735.21	Septin
Hadrurus_spadix_GFAH01_id_lcl|GFAH01000586.1_prot_JAV47803.1_1	373	0.01	PF00735.21	Septin
Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000666.1.p1	582	0.01	PF00735.21	Septin
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005080.1.p1	716	0.01	PF00735.21	Septin
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01019009.1.p1	476	0.01	PF00735.21	Septin
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01019007.1.p1	481	0.01	PF00735.21	Septin
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01019008.1.p1	493	0.01	PF00735.21	Septin
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01025017.1.p1	499	0.01	PF00735.21	Septin
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042236.1.p1	575	0.02	PF00735.21	Septin
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01025016.1.p1	558	0.01	PF00735.21	Septin
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01025015.1.p1	566	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004084.1.p1	664	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004090.1.p1	664	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004091.1.p1	664	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004092.1.p1	664	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004094.1.p1	664	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004096.1.p1	664	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004085.1.p1	701	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004086.1.p1	701	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004087.1.p1	701	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004093.1.p1	701	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004095.1.p1	701	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01004097.1.p1	701	0.01	PF00735.21	Septin
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01012345.1.p1	592	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034337.1.p1	336	0.02	PF00735.21	Septin
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01031657.1.p1	282	0.02	PF00735.21	Septin
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002229.1.p1	389	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01016132.1.p1	336	0.01	PF00735.21	Septin
Boiga_irregularis_GBSH01_id_lcl|GBSH01002467.1_prot_JAG66559.1_1	568	0.01	PF00735.21	Septin
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01018206.1.p1	579	0.01	PF00735.21	Septin
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01002264.1_prot_JAA95679.1_1	592	0.01	PF00735.21	Septin
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003108.1.p1	430	0.01	PF00735.21	Septin
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002732.1.p1	450	0.02	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01000161.1.p1	426	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01052715.1.p1	426	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01063729.1.p1	439	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01039699.1.p1	443	0.01	PF00735.21	Septin
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02002221.1_prot_JAV49211.1_1	429	0.01	PF00735.21	Septin
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01047829.1.p1	334	0.02	PF00735.21	Septin
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01027081.1.p1	425	0.01	PF00735.21	Septin
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01002262.1_prot_JAA95681.1_1	427	0.01	PF00735.21	Septin
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01001158.1.p1	213	0.02	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01000132.1.p1	393	0.02	PF00735.21	Septin
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01018880.1.p1	420	0.02	PF00735.21	Septin
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01039186.1.p3	422	0.02	PF00735.21	Septin
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01039187.1.p2	422	0.02	PF00735.21	Septin
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01039188.1.p2	422	0.02	PF00735.21	Septin
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01039189.1.p3	422	0.02	PF00735.21	Septin
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01039190.1.p3	422	0.02	PF00735.21	Septin
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01016771.1.p1	419	0.02	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053917.1.p1	354	0.02	PF00735.21	Septin
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01007782.1.p1	515	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01024765.1.p1	486	0.02	PF00735.21	Septin
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02002220.1_prot_JAV49212.1_1	453	0.01	PF00735.21	Septin
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007703.1.p1	426	0.01	PF00735.21	Septin
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007704.1.p1	426	0.01	PF00735.21	Septin
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01002259.1_prot_JAA95684.1_1	453	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01027437.1.p1	426	0.02	PF00735.21	Septin
Boiga_irregularis_GBSH01_id_lcl|GBSH01002464.1_prot_JAG66562.1_1	453	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01045122.1.p1	453	0.01	PF00735.21	Septin
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01016769.1.p1	426	0.01	PF00735.21	Septin
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01026317.1.p1	422	0.01	PF00735.21	Septin
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001467.1_prot_JAB53354.1_1	453	0.01	PF00735.21	Septin
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000987.1.p1	424	0.01	PF00735.21	Septin
Walterinnesia_aegyptia_GIJO01.transdecoder.pep_id_GIJO01000801.1.p1	247	0.02	PF00735.21	Septin
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01004278.1.p1	199	0.03	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01030909.1.p2	272	0.01	PF00735.21	Septin
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01008612.1.p1	369	0.02	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019907.1.p1	361	0.01	PF00735.21	Septin
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01003688.1.p1	210	0.01	PF00735.21	Septin
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01014869.1.p1	265	0.02	PF00735.21	Septin
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01014868.1.p1	349	0.01	PF00735.21	Septin
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01040104.1.p1	227	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01056058.1.p1	193	0.02	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01001103.1.p1	344	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01064418.1.p1	224	0.03	PF00735.21	Septin
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01040266.1.p1	219	0.01	PF00735.21	Septin
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002034.1.p1	192	0.01	PF00735.21	Septin
Pseudonaja_textilis_GDAD01.transdecoder.pep_id_GDAD01000517.1.p1	192	0.02	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01026415.1.p2	212	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01039868.1.p1	224	0.02	PF00735.21	Septin
Naja_sumatrana_GIJN01.transdecoder.pep_id_GIJN01001230.1.p1	231	0.01	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01055165.1.p1	281	0.01	PF00735.21	Septin
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000401.1.p1	191	0.02	PF00735.21	Septin
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01000217.1.p1	217	0.00	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069248.1.p1	167	0.02	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01013926.1.p1	151	0.03	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01018986.1.p2	204	0.02	PF00735.21	Septin
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01044748.1.p1	170	0.02	PF00735.21	Septin
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01015462.1.p1	243	0.01	PF00735.21	Septin
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01003025.1.p1	220	0.02	PF00735.21	Septin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01022441.1.p1	196	0.01	PF00735.21	Septin
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01037005.1.p1	140	0.00	PF00735.21	Septin
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01020847.1.p2	167	0.02	PF00735.21	Septin
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01020849.1.p2	167	0.02	PF00735.21	Septin
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01000503.1.p1	266	0.01	PF00735.21	Septin
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01020846.1.p2	266	0.01	PF00735.21	Septin
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01020848.1.p2	266	0.01	PF00735.21	Septin
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004615.1.p1	131	0.03	PF00735.21	Septin
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01000488.1.p1	259	0.02	PF00735.21	Septin
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01001615.1.p1	179	0.02	PF00735.21	Septin
Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01002681.1.p1	123	0.02	PF00735.21	Septin
Scolopendra_viridis_GGNE01.transdecoder.pep_id_GGNE01000290.1.p1	5120	0.02	PF00622.31	SPRY
Hadrurus_spadix_GFAH01_id_lcl|GFAH01000541.1_prot_JAV47848.1_1	5117	0.02	PF00622.31	SPRY
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01019906.1.p1	5057	0.02	PF00622.31	SPRY
Agkistrodon_contortrix_GJUG01.transdecoder.pep_id_GJUG01000034.1.p1	172	0.02	PF00838.20	TCTP
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02002511.1_prot_JAV48956.1_1	172	0.02	PF00838.20	TCTP
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01002497.1_prot_JAA95446.1_1	172	0.02	PF00838.20	TCTP
Vipera_aspis_GIJB01.transdecoder.pep_id_GIJB01000449.1.p1	173	0.02	PF00838.20	TCTP
Boiga_irregularis_GBSH01_id_lcl|GBSH01002704.1_prot_JAG66323.1_1	172	0.02	PF00838.20	TCTP
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025890.1.p3	173	0.02	PF00838.20	TCTP
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046124.1.p3	173	0.02	PF00838.20	TCTP
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046124.1.p4	173	0.02	PF00838.20	TCTP
Dendroaspis_jamesoni_kaimosae_GHPB01.transdecoder.pep_id_GHPB01000283.1.p1	173	0.02	PF00838.20	TCTP
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000237.1.p1	173	0.02	PF00838.20	TCTP
Naja_haje_GHRV01.transdecoder.pep_id_GHRV01000122.1.p1	173	0.02	PF00838.20	TCTP
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01000236.1.p1	173	0.02	PF00838.20	TCTP
Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01000133.1.p1	173	0.02	PF00838.20	TCTP
Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01000243.1.p1	173	0.02	PF00838.20	TCTP
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01049441.1.p1	173	0.02	PF00838.20	TCTP
Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000220.1.p1	174	0.02	PF00838.20	TCTP
Naja_annulifera_GIJD01.transdecoder.pep_id_GIJD01000180.1.p1	183	0.02	PF00838.20	TCTP
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000409.1.p1	173	0.02	PF00838.20	TCTP
Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01000141.1.p1	191	0.03	PF00838.20	TCTP
Naja_atra_GIJE01.transdecoder.pep_id_GIJE01000134.1.p1	193	0.03	PF00838.20	TCTP
Hemachatus_haemachatus_GIJC01.transdecoder.pep_id_GIJC01000295.1.p1	195	0.03	PF00838.20	TCTP
Walterinnesia_aegyptia_GIJO01.transdecoder.pep_id_GIJO01000173.1.p1	195	0.03	PF00838.20	TCTP
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000209.1.p1	202	0.02	PF00838.20	TCTP
Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000253.1.p1	204	0.02	PF00838.20	TCTP
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01000032.1.p1	173	0.02	PF00838.20	TCTP
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01006002.1.p1	173	0.02	PF00838.20	TCTP
Oxyrhopus_guibei_GEFL01.transdecoder.pep_id_GEFL01000907.1.p1	173	0.02	PF00838.20	TCTP
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01014409.1.p1	205	0.02	PF00838.20	TCTP
Dispholidus_typus_GHOQ01.transdecoder.pep_id_GHOQ01000238.1.p1	173	0.02	PF00838.20	TCTP
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001768.1_prot_JAB53053.1_1	171	0.02	PF00838.20	TCTP
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01002009.1.p1	177	0.02	PF00838.20	TCTP
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001889.1.p1	172	0.02	PF00838.20	TCTP
Naja_philippinensis_GIJK01.transdecoder.pep_id_GIJK01000063.1.p1	173	0.02	PF00838.20	TCTP
Naja_nigricollis_GIJG01.transdecoder.pep_id_GIJG01000232.1.p1	219	0.03	PF00838.20	TCTP
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001097.1.p1	168	0.01	PF00838.20	TCTP
Dendroaspis_viridis_GHPC01.transdecoder.pep_id_GHPC01000992.1.p1	161	0.02	PF00838.20	TCTP
Naja_naja_GHRX01.transdecoder.pep_id_GHRX01000314.1.p1	161	0.02	PF00838.20	TCTP
Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000251.1.p1	179	0.02	PF00838.20	TCTP
Nasonia_giraulti_GFOZ01.transdecoder.pep_id_GFOZ01000440.1.p1	173	0.00	PF00838.20	TCTP
Trichomalopsis_sarcophagae_GFPB01.transdecoder.pep_id_GFPB01000209.1.p1	173	0.00	PF00838.20	TCTP
Nasonia_vitripennis_GFPC01.transdecoder.pep_id_GFPC01000607.1.p1	173	0.00	PF00838.20	TCTP
Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000417.1.p1	173	0.00	PF00838.20	TCTP
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01001690.1.p1	173	0.00	PF00838.20	TCTP
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01045427.1.p1	173	0.00	PF00838.20	TCTP
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01021322.1.p3	173	0.00	PF00838.20	TCTP
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01004730.1.p1	173	0.00	PF00838.20	TCTP
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01011882.1.p1	173	0.00	PF00838.20	TCTP
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004785.1.p1	168	0.01	PF00838.20	TCTP
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004786.1.p1	168	0.01	PF00838.20	TCTP
Dinoponera_quadriceps_GANS01.transdecoder.pep_id_GANS01000041.1.p1	173	0.00	PF00838.20	TCTP
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01023044.1.p1	173	0.01	PF00838.20	TCTP
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01000844.1.p1	153	0.01	PF00838.20	TCTP
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01001355.1.p1	174	0.01	PF00838.20	TCTP
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000446.1.p1	172	0.01	PF00838.20	TCTP
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000206.1.p1	169	0.02	PF00838.20	TCTP
Glycera_tridactyla_GARU01.transdecoder.pep_id_GARU01000249.1.p1	169	0.02	PF00838.20	TCTP
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01000219.1.p1	144	0.01	PF00838.20	TCTP
Hadrurus_spadix_GFAH01_id_lcl|GFAH01000605.1_prot_JAV47784.1_1	172	0.02	PF00838.20	TCTP
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008748.1.p1	173	0.01	PF00838.20	TCTP
Scolopendra_viridis_GGNE01.transdecoder.pep_id_GGNE01000399.1.p1	203	0.00	PF00838.20	TCTP
Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000599.1.p1	174	0.01	PF00838.20	TCTP
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01007506.1.p1	174	0.02	PF00838.20	TCTP
Pseudonaja_textilis_GDAD01.transdecoder.pep_id_GDAD01000930.1.p1	139	0.01	PF00838.20	TCTP
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01000256.1.p1	174	0.01	PF00838.20	TCTP
Naja_sumatrana_GIJN01.transdecoder.pep_id_GIJN01002065.1.p1	164	0.02	PF00838.20	TCTP
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01017604.1.p1	174	0.02	PF00838.20	TCTP
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001115.1.p1	133	0.01	PF00838.20	TCTP
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01068992.1.p1	1494	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01063011.1.p1	613	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072435.1.p1	649	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021598.1.p1	1387	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01013906.1.p2	552	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01057087.1.p1	569	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01012437.1.p2	579	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01070259.1.p1	430	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01054897.1.p1	612	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069771.1.p1	612	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01015342.1.p2	613	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025351.1.p1	613	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01041602.1.p1	613	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01052603.1.p1	613	0.02	PF07678.17	TED_complement
Oxyrhopus_guibei_GEFL01.transdecoder.pep_id_GEFL01001025.1.p1	1484	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053461.1.p1	772	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01015342.1.p1	772	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01057190.1.p1	772	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01032552.1.p1	772	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01014099.1.p1	772	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01023196.1.p1	772	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01022078.1.p1	786	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01018119.1.p1	794	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01064670.1.p1	826	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069711.1.p1	772	0.02	PF07678.17	TED_complement
Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01000017.1.p1	773	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01064238.1.p1	921	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072362.1.p1	1050	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072057.1.p1	1151	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01038102.1.p1	1183	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071350.1.p1	687	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01022998.1.p1	1353	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01052832.1.p1	556	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01070856.1.p1	751	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01065203.1.p1	917	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021137.1.p1	618	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01012483.1.p1	1355	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066366.1.p1	1404	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058048.1.p1	548	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01067222.1.p1	1037	0.02	PF07678.17	TED_complement
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01053801.1.p1	752	0.02	PF07678.17	TED_complement
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01068761.1.p1	551	0.02	PF07678.17	TED_complement
