"","protein_id","length","cysteine_content","accession_hit","sequence_identity","alignment_length","evalue","bit_score","accession_hit_description","Ref_L","Ratio","Ref_length","Plot","nb_hits","Outlier"
"930","Trove_AA_34467",1947,0.0729327170005136,"Q4QXT9",0.409,71,5.139e-06,54,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,4.03105590062112,483,"Plot 22",829,"Yes"
"931","JAR88192.1",2299,0.076555023923445,"Q4QXT9",0.286,121,5.139e-06,54,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,4.75983436853002,483,"Plot 22",829,"Yes"
"932","Trove_AA_88738",2451,0.0705834353325173,"Q4QXT9",0.409,71,5.139e-06,54,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,5.07453416149068,483,"Plot 22",829,"Yes"
"933","KAG0415739.1",2598,0.0708237105465743,"Q4QXT9",0.416,70,5.139e-06,54,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,5.37888198757764,483,"Plot 22",829,"Yes"
"934","Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01030090.1.p1",1940,0.0731958762886598,"Q4QXT9",0.42,68,1.041e-05,53,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,4.01656314699793,483,"Plot 22",829,"Yes"
"935","KAH7970312.1",2494,0.0693664795509222,"Q4QXT9",0.367,80,2.11e-05,52,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,5.16356107660456,483,"Plot 22",829,"Yes"
"936","KAH6946963.1",3497,0.06720045753503,"Q4QXT9",0.417,67,2.11e-05,52,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,7.24016563146998,483,"Plot 22",829,"Yes"
"937","Trove_AA_36292",2074,0.0380906460945034,"Q4QXT9",0.403,65,0.0001754,49,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,4.29399585921325,483,"Plot 22",829,"Yes"
"938","KAH6941724.1",2513,0.0712296060485476,"Q4QXT9",0.356,79,0.0001754,49,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,5.20289855072464,483,"Plot 22",829,"Yes"
"939","MCL6793848.1",2704,0.0303254437869822,"Q4QXT9",0.477,52,0.0001754,49,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,5.59834368530021,483,"Plot 22",829,"Yes"
"940","JAP86863.1",2873,0.0445527323355378,"Q4QXT9",0.385,70,0.0001754,49,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,5.94824016563147,483,"Plot 22",829,"Yes"
"941","KAG0411055.1",2925,0.078974358974359,"Q4QXT9",0.324,89,0.0001754,49,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,6.05590062111801,483,"Plot 22",829,"Yes"
"942","MAA11936.1",3748,0.0408217716115261,"Q4QXT9",0.385,70,0.0001754,49,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,7.75983436853002,483,"Plot 22",829,"Yes"
"943","MAA11935.1",3776,0.0405190677966102,"Q4QXT9",0.385,70,0.0001754,49,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,7.81780538302277,483,"Plot 22",829,"Yes"
"944","JAR93131.1",3842,0.0752212389380531,"Q4QXT9",0.254,134,0.0001754,49,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,7.95445134575569,483,"Plot 22",829,"Yes"
"945","MDC7208006.1",4668,0.074764353041988,"Q4QXT9",0.324,89,0.0001754,49,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,9.66459627329193,483,"Plot 22",829,"Yes"
"946","MXV01157.1",4673,0.0746843569441472,"Q4QXT9",0.324,89,0.0001754,49,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,9.67494824016563,483,"Plot 22",829,"Yes"
"947","Mulenga_Aam-606895",1966,0.0391658189216684,"Q4QXT9",0.471,52,0.0003552,48,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,4.0703933747412,483,"Plot 22",829,"Yes"
"948","Trove_AA_84088",2074,0.038572806171649,"Q4QXT9",0.471,52,0.0003552,48,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,4.29399585921325,483,"Plot 22",829,"Yes"
"949","KAH7934927.1",2247,0.0774365821094793,"Q4QXT9",0.349,79,0.0003552,48,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,4.65217391304348,483,"Plot 22",829,"Yes"
"950","Trove_AA_9161",2454,0.0464547677261614,"Q4QXT9",0.38,70,0.0003552,48,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,5.08074534161491,483,"Plot 22",829,"Yes"
"951","Trove_AA_89506",2658,0.0297215951843491,"Q4QXT9",0.471,52,0.0003552,48,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,5.50310559006211,483,"Plot 22",829,"Yes"
"952","KAH7974891.1",2845,0.0330404217926186,"Q4QXT9",0.398,65,0.0003552,48,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,5.89026915113872,483,"Plot 22",829,"Yes"
"953","Trove_AA_170657",2909,0.0312822275696115,"Q4QXT9",0.471,52,0.0003552,48,"Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]",483,6.02277432712215,483,"Plot 22",829,"Yes"
"954","MOY42342.1",1090,0.0486238532110092,"P18619",0.192,415,1.201e-14,82,"Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]",483,2.25672877846791,483,"Plot 22",398,"Yes"
"955","KAH7971428.1",1157,0.0458081244598098,"P18619",0.198,395,5.877e-15,83,"Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]",483,2.39544513457557,483,"Plot 22",398,"Yes"
"956","MAA16126.1",1156,0.0467128027681661,"P18619",0.188,438,1.201e-14,82,"Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]",483,2.39337474120083,483,"Plot 22",398,"Yes"
"957","KAH7934937.1",1100,0.0472727272727273,"P18619",0.189,438,5.877e-15,83,"Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]",483,2.27743271221532,483,"Plot 22",398,"Yes"
"958","JAP78351.1",1156,0.0467128027681661,"P18619",0.186,438,5.006e-14,80,"Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]",483,2.39337474120083,483,"Plot 22",398,"Yes"
"959","Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1",981,0.00815494393476045,"P18619",0.211,215,5.139e-06,54,"Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]",483,2.03105590062112,483,"Plot 22",398,"Yes"
"960","MOY44760.1",1142,0.0665499124343257,"P18619",0.314,107,2.535e-06,55,"Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]",483,2.36438923395445,483,"Plot 22",398,"Yes"
"961","KAH7936574.1",1054,0.038899430740038,"P18619",0.188,540,2.895e-20,100,"Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]",483,2.18219461697723,483,"Plot 22",398,"Yes"
"962","Trove_AA_17564",1161,0.0465116279069767,"P18619",0.178,493,1.022e-13,79,"Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]",483,2.40372670807453,483,"Plot 22",398,"Yes"
"963","Trove_AA_17252",1122,0.0231729055258467,"P0DI84",0.163,512,4.366e-09,64,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.31818181818182,484,"Plot 22",314,"Yes"
"964","MCL6777336.1",1090,0.0211009174311927,"P0DI84",0.161,520,8.866e-09,63,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.25206611570248,484,"Plot 22",314,"Yes"
"965","Trove_AA_84525",1078,0.0241187384044527,"P0DI84",0.161,512,1.8e-08,62,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.22727272727273,484,"Plot 22",314,"Yes"
"966","Trove_AA_50309",1092,0.0228937728937729,"P0DI84",0.161,512,1.8e-08,62,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.25619834710744,484,"Plot 22",314,"Yes"
"967","MAA23155.1",1089,0.0247933884297521,"P0DI84",0.161,505,3.653e-08,61,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.25,484,"Plot 22",314,"Yes"
"968","Mulenga_Aam-181157",1091,0.0229147571035747,"P0DI84",0.16,512,3.653e-08,61,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.25413223140496,484,"Plot 22",314,"Yes"
"969","Trove_AA_14393",1091,0.0229147571035747,"P0DI84",0.16,512,3.653e-08,61,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.25413223140496,484,"Plot 22",314,"Yes"
"970","JAP66300.1",1086,0.0257826887661142,"P0DI84",0.158,520,1.504e-07,59,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.24380165289256,484,"Plot 22",314,"Yes"
"971","JAP76438.1",1089,0.0247933884297521,"P0DI84",0.158,505,3.051e-07,58,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.25,484,"Plot 22",314,"Yes"
"972","JAP79172.1",1090,0.0247706422018349,"P0DI84",0.158,505,3.051e-07,58,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.25206611570248,484,"Plot 22",314,"Yes"
"973","Trove_AA_109499",1043,0.024928092042186,"P0DI84",0.196,263,1.255e-06,56,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.15495867768595,484,"Plot 22",314,"Yes"
"974","Trove_AA_167979",1043,0.024928092042186,"P0DI84",0.196,263,1.255e-06,56,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.15495867768595,484,"Plot 22",314,"Yes"
"975","Trove_AA_167384",892,0.0358744394618834,"P0DI84",0.183,307,2.544e-06,55,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,1.84297520661157,484,"Plot 22",314,"Yes"
"976","MAA23156.1",1036,0.0250965250965251,"P0DI84",0.175,339,5.156e-06,54,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.1404958677686,484,"Plot 22",314,"Yes"
"977","KAH8018782.1",1057,0.0264900662251656,"P0DI84",0.16,445,5.156e-06,54,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.18388429752066,484,"Plot 22",314,"Yes"
"978","KAH6945807.1",969,0.0268317853457172,"P0DI84",0.172,343,2.117e-05,52,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.00206611570248,484,"Plot 22",314,"Yes"
"979","JAR92739.1",1025,0.0224390243902439,"P0DI84",0.172,331,4.289e-05,51,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.11776859504132,484,"Plot 22",314,"Yes"
"980","MOY36410.1",1085,0.0211981566820276,"P0DI84",0.172,337,4.289e-05,51,"L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)",484,2.24173553719008,484,"Plot 22",314,"Yes"
"981","Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1",786,0.0178117048346056,"J3RZ81",0.295,409,1.991e-46,181,"Putative endothelial lipase (EC 3.1.1.3)",497,1.58148893360161,497,"Plot 22",381,"Yes"
"982","Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1",1037,0.0144648023143684,"J3RZ81",0.334,307,3.897e-41,165,"Putative endothelial lipase (EC 3.1.1.3)",497,2.08651911468813,497,"Plot 22",381,"Yes"
"983","MCL6782695.1",853,0.0257913247362251,"J3RZ81",0.333,262,2.73e-33,141,"Putative endothelial lipase (EC 3.1.1.3)",497,1.71629778672032,497,"Plot 22",381,"Yes"
"984","KAG0421830.1",832,0.0288461538461538,"J3RZ81",0.314,260,4.261e-29,128,"Putative endothelial lipase (EC 3.1.1.3)",497,1.67404426559356,497,"Plot 22",381,"Yes"
"985","MCL6786436.1",846,0.024822695035461,"J3RZ81",0.331,262,1.213e-32,139,"Putative endothelial lipase (EC 3.1.1.3)",497,1.70221327967807,497,"Plot 22",381,"Yes"
"986","MCL6775282.1",867,0.0253748558246828,"J3RZ81",0.333,262,2.73e-33,141,"Putative endothelial lipase (EC 3.1.1.3)",497,1.74446680080483,497,"Plot 22",381,"Yes"
"987","MCL6784139.1",923,0.037919826652221,"J3RZ81",0.316,245,3.546e-27,122,"Putative endothelial lipase (EC 3.1.1.3)",497,1.85714285714286,497,"Plot 22",381,"Yes"
"988","KAH8035284.1",923,0.0270855904658721,"J3RZ81",0.325,378,9.352e-51,194,"Putative endothelial lipase (EC 3.1.1.3)",497,1.85714285714286,497,"Plot 22",381,"Yes"
"989","KAH8035285.1",896,0.0323660714285714,"J3RZ81",0.313,351,4.087e-43,171,"Putative endothelial lipase (EC 3.1.1.3)",497,1.80281690140845,497,"Plot 22",381,"Yes"
"990","KAG0412557.1",1229,0.0292921074043938,"J3RZ81",0.289,339,6.487e-35,146,"Putative endothelial lipase (EC 3.1.1.3)",497,2.4728370221328,497,"Plot 22",381,"Yes"
"991","KAH6940004.1",973,0.00616649537512846,"J3RZ81",0.421,100,4.532e-13,77,"Putative endothelial lipase (EC 3.1.1.3)",497,1.95774647887324,497,"Plot 22",381,"Yes"
"992","KAH8040742.1",1213,0.0065952184666117,"J3RZ81",0.41,97,1.581e-11,72,"Putative endothelial lipase (EC 3.1.1.3)",497,2.44064386317907,497,"Plot 22",381,"Yes"
"993","KAH7941684.1",1351,0.0340488527017024,"J3RZ81",0.401,77,6.463e-07,57,"Putative endothelial lipase (EC 3.1.1.3)",497,2.71830985915493,497,"Plot 22",381,"Yes"
"994","Trove_AA_53760",1063,0.0122295390404515,"F8S0Z7",0.432,532,7.19e-122,407,"Snake venom 5'-nucleotidase (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase)",588,1.8078231292517,588,"Plot 23",471,"Yes"
"995","KAH6938954.1",1204,0.0207641196013289,"F8S0Z7",0.411,486,1.051e-101,348,"Snake venom 5'-nucleotidase (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase)",588,2.04761904761905,588,"Plot 23",471,"Yes"
"996","KAH6929833.1",1082,0.0120147874306839,"Q92035",0.351,524,3.653e-85,300,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.78547854785479,606,"Plot 23",1538,"Yes"
"997","KAH7939381.1",1041,0.0134486071085495,"Q92035",0.343,553,3.409e-87,306,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.71782178217822,606,"Plot 23",1538,"Yes"
"998","KAH7939380.1",1375,0.0130909090909091,"Q92035",0.348,490,9.707e-78,278,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,2.26897689768977,606,"Plot 23",1538,"Yes"
"999","KAH8022699.1",1022,0.0146771037181996,"Q92035",0.336,493,1.053e-73,266,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.68646864686469,606,"Plot 23",1538,"Yes"
"1000","KAH8023457.1",1067,0.0178069353327085,"Q92035",0.317,540,1.053e-73,266,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.76072607260726,606,"Plot 23",1538,"Yes"
"1001","KAH7946342.1",1045,0.0200956937799043,"Q92035",0.312,539,2.351e-71,259,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.72442244224422,606,"Plot 23",1538,"Yes"
"1002","KAH7945836.1",1079,0.0194624652455978,"Q92035",0.31,544,2.351e-71,259,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.78052805280528,606,"Plot 23",1538,"Yes"
"1003","KAG0426269.1",1146,0.0165794066317627,"Q92035",0.326,497,2.38e-70,256,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.89108910891089,606,"Plot 23",1538,"Yes"
"1004","KAH7945308.1",1143,0.020997375328084,"Q92035",0.317,496,1.136e-66,245,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.88613861386139,606,"Plot 23",1538,"Yes"
"1005","KAH6929831.1",1064,0.0178571428571428,"Q92035",0.309,515,5.287e-66,243,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.75577557755776,606,"Plot 23",1538,"Yes"
"1006","KAH8023459.1",1139,0.0201931518876207,"Q92035",0.31,507,2.457e-65,241,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.87953795379538,606,"Plot 23",1538,"Yes"
"1007","KAH7952433.1",2062,0.016003879728419,"Q92035",0.304,521,2.457e-65,241,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,3.4026402640264,606,"Plot 23",1538,"Yes"
"1008","KAH7936071.1",1145,0.00960698689956332,"Q92035",0.275,511,4.3e-52,201,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.88943894389439,606,"Plot 23",1538,"Yes"
"1009","KAH6940527.1",1017,0.0137659783677483,"Q92035",0.268,509,3.813e-49,192,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.67821782178218,606,"Plot 23",1538,"Yes"
"1010","KAG0417949.1",1069,0.0177736202057998,"Q92035",0.244,562,6.514e-45,179,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.76402640264026,606,"Plot 23",1538,"Yes"
"1011","KAH7961180.1",1501,0.0233177881412392,"Q92035",0.277,319,1.177e-28,128,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,2.47689768976898,606,"Plot 23",1538,"Yes"
"1012","KAH7936073.1",1061,0.0141376060320452,"Q92035",0.255,274,9.888e-19,96,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,1.75082508250825,606,"Plot 23",1538,"Yes"
"1013","KAH7956817.1",1256,0.0151273885350318,"Q92035",0.185,419,2.759e-12,75,"Acetylcholinesterase (BfAChE) (EC 3.1.1.7)",606,2.07260726072607,606,"Plot 23",1538,"Yes"
"1014","Trove_AA_33092",1275,0.0384313725490196,"Q98UF9",0.315,576,2.058e-78,280,"Zinc metalloproteinase-disintegrin-like HF3 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)",606,2.1039603960396,606,"Plot 23",1028,"Yes"
"1015","Trove_AA_23821",1301,0.04304381245196,"Q98UF9",0.315,576,2.058e-78,280,"Zinc metalloproteinase-disintegrin-like HF3 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)",606,2.14686468646865,606,"Plot 23",1028,"Yes"
"1016","Trove_AA_9299",1217,0.0542317173377157,"Q98UF9",0.194,601,7.577e-26,119,"Zinc metalloproteinase-disintegrin-like HF3 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)",606,2.00825082508251,606,"Plot 23",1028,"Yes"
"1017","Trove_AA_37261",1225,0.0546938775510204,"Q98UF9",0.194,601,7.577e-26,119,"Zinc metalloproteinase-disintegrin-like HF3 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)",606,2.02145214521452,606,"Plot 23",1028,"Yes"
"1018","MAA16014.1",1216,0.0542763157894737,"Q98UF9",0.194,559,1.131e-23,112,"Zinc metalloproteinase-disintegrin-like HF3 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)",606,2.00660066006601,606,"Plot 23",1028,"Yes"
"1019","Trove_AA_34755",1218,0.0541871921182266,"Q98UF9",0.195,601,1.806e-26,121,"Zinc metalloproteinase-disintegrin-like HF3 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)",606,2.00990099009901,606,"Plot 23",1028,"Yes"
"1020","Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01021906.1.p1",1219,0.125512715340443,"Q98UF9",0.21,195,0.0002421,49,"Zinc metalloproteinase-disintegrin-like HF3 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)",606,2.01155115511551,606,"Plot 23",1028,"Yes"
"1021","KAH9368727.1",1636,0.00977995110024449,"W4VS99",0.216,689,2.086e-42,173,"Neprilysin-1 (EC 3.4.24.-)",722,2.26592797783934,722,"Plot 23",3786,"Yes"
"1022","KAH8024134.1",1681,0.0107079119571684,"W4VS99",0.205,690,1.91e-36,154,"Neprilysin-1 (EC 3.4.24.-)",722,2.32825484764543,722,"Plot 23",3786,"Yes"
"1023","KAH9368935.1",1491,0.0214621059691482,"W4VS99",0.202,692,3.369e-35,150,"Neprilysin-1 (EC 3.4.24.-)",722,2.06509695290859,722,"Plot 23",3786,"Yes"
"1024","KAH7945617.1",2051,0.00828863968795709,"W4VS99",0.201,690,1.412e-34,148,"Neprilysin-1 (EC 3.4.24.-)",722,2.84072022160665,722,"Plot 23",3786,"Yes"
"1025","KAH6931453.1",2015,0.00794044665012407,"W4VS99",0.199,690,1.208e-33,145,"Neprilysin-1 (EC 3.4.24.-)",722,2.79085872576177,722,"Plot 23",3786,"Yes"
"1026","KAH7934179.1",1590,0.0157232704402516,"W4VS99",0.189,712,6.266e-30,133,"Neprilysin-1 (EC 3.4.24.-)",722,2.20221606648199,722,"Plot 23",3786,"Yes"
"1027","JAP83011.1",1817,0.00825536598789213,"W4VS99",0.185,700,7.569e-27,123,"Neprilysin-1 (EC 3.4.24.-)",722,2.51662049861496,722,"Plot 23",3786,"Yes"
"1028","KAH6944226.1",1985,0.00554156171284634,"W4VS99",0.181,690,2.175e-24,115,"Neprilysin-1 (EC 3.4.24.-)",722,2.74930747922438,722,"Plot 23",3786,"Yes"
"1029","KAH7979042.1",1644,0.00608272506082725,"W4VS99",0.176,690,6.176e-22,107,"Neprilysin-1 (EC 3.4.24.-)",722,2.27700831024931,722,"Plot 23",3786,"Yes"
"1030","Trove_AA_89869",1981,0.0146390711761737,"W4VS99",0.172,692,8.586e-20,100,"Neprilysin-1 (EC 3.4.24.-)",722,2.74376731301939,722,"Plot 23",3786,"Yes"
"1031","KAH6941392.1",2110,0.00853080568720379,"W4VS99",0.171,698,8.586e-20,100,"Neprilysin-1 (EC 3.4.24.-)",722,2.92243767313019,722,"Plot 23",3786,"Yes"
"1032","Trove_AA_64828",2189,0.0132480584741891,"W4VS99",0.172,692,8.586e-20,100,"Neprilysin-1 (EC 3.4.24.-)",722,3.03185595567867,722,"Plot 23",3786,"Yes"
"1033","Trove_AA_173988",2206,0.0131459655485041,"W4VS99",0.172,692,8.586e-20,100,"Neprilysin-1 (EC 3.4.24.-)",722,3.05540166204986,722,"Plot 23",3786,"Yes"
"1034","KAG0423593.1",2012,0.018389662027833,"W4VS99",0.172,684,1.737e-19,99,"Neprilysin-1 (EC 3.4.24.-)",722,2.78670360110803,722,"Plot 23",3786,"Yes"
"1035","KAH6946781.1",1512,0.0145502645502645,"W4VS99",0.17,692,7.102e-19,97,"Neprilysin-1 (EC 3.4.24.-)",722,2.09418282548476,722,"Plot 23",3786,"Yes"
"1036","KAH6944996.1",2326,0.00816852966466036,"W4VS99",0.169,692,1.436e-18,96,"Neprilysin-1 (EC 3.4.24.-)",722,3.22160664819945,722,"Plot 23",3786,"Yes"
"1037","KAG0421709.1",1419,0.0211416490486258,"W4VS99",0.17,672,2.903e-18,95,"Neprilysin-1 (EC 3.4.24.-)",722,1.96537396121884,722,"Plot 23",3786,"Yes"
"1038","KAH8035264.1",2354,0.00849617672047578,"W4VS99",0.172,645,5.869e-18,94,"Neprilysin-1 (EC 3.4.24.-)",722,3.26038781163435,722,"Plot 23",3786,"Yes"
"1039","KAH6920149.1",1423,0.0182712579058327,"W4VS99",0.166,697,4.844e-17,91,"Neprilysin-1 (EC 3.4.24.-)",722,1.97091412742382,722,"Plot 23",3786,"Yes"
"1040","KAH9383693.1",1510,0.0165562913907285,"W4VS99",0.167,687,4.844e-17,91,"Neprilysin-1 (EC 3.4.24.-)",722,2.09141274238227,722,"Plot 23",3786,"Yes"
"1041","JAP80958.1",3135,0.00765550239234449,"W4VS99",0.164,692,3.995e-16,88,"Neprilysin-1 (EC 3.4.24.-)",722,4.3421052631579,722,"Plot 23",3786,"Yes"
"1042","KAH7981047.1",1538,0.0162548764629389,"W4VS99",0.163,692,8.07e-16,87,"Neprilysin-1 (EC 3.4.24.-)",722,2.13019390581717,722,"Plot 23",3786,"Yes"
"1043","KAG0426209.1",1542,0.0103761348897536,"W4VS99",0.186,471,1.63e-15,86,"Neprilysin-1 (EC 3.4.24.-)",722,2.13573407202216,722,"Plot 23",3786,"Yes"
"1044","KAH6922594.1",1496,0.0147058823529412,"W4VS99",0.163,684,3.292e-15,85,"Neprilysin-1 (EC 3.4.24.-)",722,2.07202216066482,722,"Plot 23",3786,"Yes"
"1045","KAG0417437.1",1901,0.0131509731720147,"W4VS99",0.162,699,3.292e-15,85,"Neprilysin-1 (EC 3.4.24.-)",722,2.63296398891967,722,"Plot 23",3786,"Yes"
"1046","KAH8018401.1",2256,0.00930851063829787,"W4VS99",0.162,692,3.292e-15,85,"Neprilysin-1 (EC 3.4.24.-)",722,3.12465373961219,722,"Plot 23",3786,"Yes"
"1047","JAP84997.1",1531,0.0150228608752449,"W4VS99",0.162,692,6.647e-15,84,"Neprilysin-1 (EC 3.4.24.-)",722,2.12049861495845,722,"Plot 23",3786,"Yes"
"1048","KAH8018790.1",1900,0.02,"W4VS99",0.161,691,1.342e-14,83,"Neprilysin-1 (EC 3.4.24.-)",722,2.63157894736842,722,"Plot 23",3786,"Yes"
"1049","KAH7955163.1",1944,0.0164609053497942,"W4VS99",0.161,698,1.342e-14,83,"Neprilysin-1 (EC 3.4.24.-)",722,2.69252077562327,722,"Plot 23",3786,"Yes"
