Species,Cat,protein_id,toxin_hit,accession_hit_description,Toxin_hit_cat
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6767116.1,F8S0Z7,Snake venom 5'-nucleotidase (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase),Nucleotidase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6768901.1,P0C5F3,Venom peptide La1,Other
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6769153.1,P86468,Toxin Bcs III 15.09,Other
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6777676.1,P86468,Toxin Bcs III 15.09,Other
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6775460.1,P86468,Toxin Bcs III 15.09,Other
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6786408.1,P86468,Toxin Bcs III 15.09,Other
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6794604.1,P86468,Toxin Bcs III 15.09,Other
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6777494.1,Q8JFE6,Prokineticin Bm8-a (Prokineticin Bv8-like peptide 1) (Bv8-LP1),Other
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6777336.1,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6786069.1,Q58L90,Venom prothrombin activator omicarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Omicarin-C non-catalytic subunit heavy chain; Omicarin-C non-catalytic subunit light chain],prothrombin activator
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6786443.1,D9IFL3,Anticoagulant protein rhipilin-1,Rhipilin
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6773147.1,I6VXS1,Anticoagulant protein rhipilin-2,Rhipilin
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6766963.1,I6VXS1,Anticoagulant protein rhipilin-2,Rhipilin
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6771019.1,P0C1X2,Kunitz-type conkunitzin-S1 (Conk-S1),Serine protease inhibitor
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6778879.1,D8VNT0,Ryncolin-4,Veficolin
Amblyomma triste,Ticks,GBBM01.1_id_JAC29971.1,Q8AY75,Calglandulin,Endothelial growth factor
Amblyomma triste,Ticks,GBBM01.1_id_JAC28722.1,I6VXS1,Anticoagulant protein rhipilin-2,Rhipilin
Amblyomma tuberculatum,Ticks,GIDH01.1_id_NOV52194.1,P0DQT8,Defensin BmKDfsin2,Cysteine rich protein
Amblyomma tuberculatum,Ticks,GIDH01.1_id_NOV53147.1,Q8MTX1,U3-aranetoxin-Ce1a (U3-AATX-Ce1a) (Neurotoxic peptide caeron),Neurotoxin
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7945836.1,Q92035,Acetylcholinesterase (BfAChE) (EC 3.1.1.7),Acetylcholinesterase
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7945308.1,Q92035,Acetylcholinesterase (BfAChE) (EC 3.1.1.7),Acetylcholinesterase
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7942249.1,B1P1J3,Cystatin-1 (Cystatin JZTX-75),Cysteine protease inhibitor
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7960414.1,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP),Cysteine rich protein
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7953761.1,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP),Cysteine rich protein
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7959612.1,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP),Cysteine rich protein
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7946057.1,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP),Cysteine rich protein
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7964775.1,P0DQA2,U-scoloptoxin(11)-Sm7a (U-SLPTX(11)-Sm7a),Cysteine rich protein
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7936683.1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7950443.1,Q75WF2,Plancitoxin-1 (EC 3.1.22.1) (Plancitoxin I) (Plan-I) [Cleaved into: Plancitoxin-1 subunit alpha; Plancitoxin-1 subunit beta],Cytotoxin
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7937797.1,P67863,Snake venom vascular endothelial growth factor toxin vammin (svVEGF) (VEGF-F),Endothelial growth factor
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7964658.1,P85031,Techylectin-like protein,Lectin
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7941684.1,J3RZ81,Putative endothelial lipase (EC 3.1.1.3),Lipase
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7937479.1,J3SDX8,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipase
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7974686.1,B5AJT2,Venom metalloproteinase 1 (EpMP1),Metalloproteinase
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7933722.1,Q5Y4U4,U8-agatoxin-Ao1a (U8-AGTX-Ao1a) (AgorTX_B6),Neurotoxin
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7950420.1,P0CJ14,Venom protein 302,Other
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7950418.1,P0CJ14,Venom protein 302,Other
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7949497.1,P0CJ14,Venom protein 302,Other
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7950064.1,Q4QXT9,Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain],Other
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7970776.1,Q66S17,Natterin-3 (EC 3.4.-.-),Other
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7941211.1,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II],Protease inhibitor
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7936622.1,Q5BLY5,Venom acid phosphatase Acph-1 (EC 3.1.3.2) (allergen Api m 3),prothrombin activator
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7974124.1,C9WMM5,Venom serine carboxypeptidase (EC 3.4.16.5) (allergen Api m 9),Serine carboxypeptidase
Dermacentor silvarum,Ticks,GCA_013339745.2_BIME_Dsil_1.4_id_KAH7938261.1,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme),Serine protease
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9376241.1,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP),Cysteine rich protein
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9377381.1,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP),Cysteine rich protein
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9376230.1,P0DPU6,Scoloptoxin SSD20,Cysteine rich protein
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9367731.1,P0DPU6,Scoloptoxin SSD20,Cysteine rich protein
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9362388.1,P0DQA2,U-scoloptoxin(11)-Sm7a (U-SLPTX(11)-Sm7a),Cysteine rich protein
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9362853.1,P67863,Snake venom vascular endothelial growth factor toxin vammin (svVEGF) (VEGF-F),Endothelial growth factor
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9370099.1,P85031,Techylectin-like protein,Lectin
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9384965.1,J3SDX8,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipase
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9363331.1,B5AJT2,Venom metalloproteinase 1 (EpMP1),Metalloproteinase
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9381560.1,C9D7R2,Astacin-like metalloprotease toxin 2 (EC 3.4.24.-) (Loxosceles astacin-like protease 2) (LALP2),Metalloproteinase
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9364526.1,P0DKM9,Turripeptide OL11-like,Neurotoxin
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9365212.1,D2CFI7,Venom peptide MmKTx1 (BmTXLP1) (BmTXLP4),Other
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9368847.1,Q8WS88,Phospholipase A2 A2-hormotoxin-Apt1a (A2-HRTX-Apt1a) (AcPLA2) (EC 3.1.1.4) (Acarc) (Phosphatidylcholine 2-acylhydrolase),Phospholipase
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9361829.1,Q58L90,Venom prothrombin activator omicarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Omicarin-C non-catalytic subunit heavy chain; Omicarin-C non-catalytic subunit light chain],prothrombin activator
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9369140.1,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme),Serine protease
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9375125.1,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor),Serine protease inhibitor
Haemaphysalis longicornis,Ticks,GCA_013339765.2_BIME_HaeL_1.3_id_KAH9379321.1,Q8WPI2,Boophilin-H2,Serine protease inhibitor
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6929833.1,Q92035,Acetylcholinesterase (BfAChE) (EC 3.1.1.7),Acetylcholinesterase
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6923671.1,Q92035,Acetylcholinesterase (BfAChE) (EC 3.1.1.7),Acetylcholinesterase
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6932403.1,A0A218QX58,Cysteine-rich venom protein (CRIVP) (Cysteine-rich protein),CRIVP
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6932404.1,A0A218QX58,Cysteine-rich venom protein (CRIVP) (Cysteine-rich protein),CRIVP
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6926048.1,B1P1J3,Cystatin-1 (Cystatin JZTX-75),Cysteine protease inhibitor
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6942651.1,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP),Cysteine rich protein
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6939066.1,P0DQA2,U-scoloptoxin(11)-Sm7a (U-SLPTX(11)-Sm7a),Cysteine rich protein
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6931514.1,P0DQE9,U-scoloptoxin(19)-Sm1a (U-SLPTX(19)-Sm1a),Cysteine rich protein
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6942481.1,Q75WF2,Plancitoxin-1 (EC 3.1.22.1) (Plancitoxin I) (Plan-I) [Cleaved into: Plancitoxin-1 subunit alpha; Plancitoxin-1 subunit beta],Cytotoxin
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6938951.1,Q8AY75,Calglandulin,Endothelial growth factor
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6921907.1,Q8AY75,Calglandulin,Endothelial growth factor
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6940004.1,J3RZ81,Putative endothelial lipase (EC 3.1.1.3),Lipase
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6923424.1,J3SDX8,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipase
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6938954.1,F8S0Z7,Snake venom 5'-nucleotidase (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase),Nucleotidase
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6922639.1,J3S9D9,Reticulocalbin-2 (Taipoxin-associated calcium-binding protein 49 homolog),Other
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6933639.1,P85843,"Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)",Other
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6948042.1,Q66S17,Natterin-3 (EC 3.4.-.-),Other
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6945807.1,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6925383.1,I7GQA7,Phospholipase A(2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Phospholipase
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6929682.1,Q8WS88,Phospholipase A2 A2-hormotoxin-Apt1a (A2-HRTX-Apt1a) (AcPLA2) (EC 3.1.1.4) (Acarc) (Phosphatidylcholine 2-acylhydrolase),Phospholipase
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6936707.1,Q18DC8,Renin (EC 3.4.23.15) (Angiotensinogenase) (Renin-like aspartic protease EOC123) (SVAP EOC123) (Snake venom aspartic protease EOC123),Protease
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6926581.1,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II],Protease inhibitor
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6926582.1,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II],Protease inhibitor
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6922786.1,P0DM55,Venom peptide SjAPI (Ascaris-type protease inhibitor),Protease inhibitor
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6923330.1,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6946963.1,Q58L90,Venom prothrombin activator omicarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Omicarin-C non-catalytic subunit heavy chain; Omicarin-C non-catalytic subunit light chain],prothrombin activator
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6930251.1,C9WMM5,Venom serine carboxypeptidase (EC 3.4.16.5) (allergen Api m 9),Serine carboxypeptidase
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6921618.1,C9WMM5,Venom serine carboxypeptidase (EC 3.4.16.5) (allergen Api m 9),Serine carboxypeptidase
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6929037.1,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme),Serine protease
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6931703.1,P0C8M2,Serine proteinase-like BMK-CBP,Serine protease
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6931702.1,Q8MQS8,Venom serine protease 34 (SP34) (EC 3.4.21.-) (allergen Api m 7),Serine protease 
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6929445.1,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19),Serine protease inhibitor
Hyalomma asiaticum,Ticks,GCA_013339685.2_BIME_Hyas_1.3_id_KAH6925487.1,Q8WPI2,Boophilin-H2,Serine protease inhibitor
Hyalomma excavatum,Ticks,GEFH01P.1_id_JAP66995.1,B1P1J3,Cystatin-1 (Cystatin JZTX-75),Cysteine protease inhibitor
Hyalomma excavatum,Ticks,GEFH01P.1_id_JAP66300.1,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Ixodes persulcatus,Ticks,GBXQ01.1_id_GBXQ01008345.1.p1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Ixodes persulcatus,Ticks,GBXQ01.1_id_GBXQ01008344.1.p1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Ixodes persulcatus,Ticks,GBXQ01.1_id_GBXQ01007370.1.p1,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Ixodes persulcatus,Ticks,GBXQ01.1_id_GBXQ01009722.1.p1,P0C8M2,Serine proteinase-like BMK-CBP,Serine protease
Ixodes persulcatus,Ticks,GBXQ01.1_id_GBXQ01023401.1.p1,Q8MQS8,Venom serine protease 34 (SP34) (EC 3.4.21.-) (allergen Api m 7),Serine protease 
Ixodes persulcatus,Ticks,GBXQ01.1_id_GBXQ01008478.1.p1,P0C1X2,Kunitz-type conkunitzin-S1 (Conk-S1),Serine protease inhibitor
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0425097.1,P0DPU6,Scoloptoxin SSD20,Cysteine rich protein
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0427593.1,P0DPW3,U-scoloptoxin(01)-Tl1a (U-SLPTX(01)-Tl1a),Cysteine rich protein
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0432454.1,P0DQE3,U-scoloptoxin(16)-Sa1a (U-SLPTX(16)-Sa1a),Cysteine rich protein
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0409971.1,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8),Cysteine rich protein
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0423568.1,P67863,Snake venom vascular endothelial growth factor toxin vammin (svVEGF) (VEGF-F),Endothelial growth factor
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0439215.1,P83906,Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF),Endothelial growth factor
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0433182.1,Q8AY75,Calglandulin,Endothelial growth factor
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0423433.1,P85031,Techylectin-like protein,Lectin
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0422500.1,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0412557.1,J3RZ81,Putative endothelial lipase (EC 3.1.1.3),Lipase
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0413747.1,J3SDX8,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipase
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0423114.1,J3SDX8,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipase
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0410478.1,P0DKP1,Turripeptide OL55-like,Neurotoxin
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0421830.1,P0DSI2,Phospholipase A1 (PLA1) (EC 3.1.1.32) (Venom allergen 1),Phospholipase
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0413281.1,Q202J4,Dermonecrotic toxin SPH (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D),Phospholipase
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0425547.1,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II],Protease inhibitor
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0441213.1,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II],Protease inhibitor
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0433549.1,Q58L90,Venom prothrombin activator omicarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Omicarin-C non-catalytic subunit heavy chain; Omicarin-C non-catalytic subunit light chain],prothrombin activator
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0416007.1,C9WMM5,Venom serine carboxypeptidase (EC 3.4.16.5) (allergen Api m 9),Serine carboxypeptidase
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0444887.1,C9WMM5,Venom serine carboxypeptidase (EC 3.4.16.5) (allergen Api m 9),Serine carboxypeptidase
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0442830.1,C9WMM5,Venom serine carboxypeptidase (EC 3.4.16.5) (allergen Api m 9),Serine carboxypeptidase
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0433279.1,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme),Serine protease
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0416192.1,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0414916.1,Q8WPI2,Boophilin-H2,Serine protease inhibitor
Ixodes persulcatus ,Ticks,GCA_013358835.2_BIME_Iper_1.3_id_KAG0419731.1,Q8WPI2,Boophilin-H2,Serine protease inhibitor
Ixodes ricinus,Ticks,GADI01P.1_id_JAA69663.1,P0CF77,Tddefensin,Cysteine rich protein
Ixodes ricinus,Ticks,GEGO01P.1_id_JAR88123.1,P67863,Snake venom vascular endothelial growth factor toxin vammin (svVEGF) (VEGF-F),Endothelial growth factor
Ixodes ricinus,Ticks,GADI01P.1_id_JAA73410.1,Q4PMX3,Ixodegrin-like peptide (Platelet aggregation inhibitor) (PAI) (Tick anti-thrombosis peptide),Ixodegrin
Ixodes ricinus,Ticks,GIFC01P.1_id_MXU93678.1,Q4PMX3,Ixodegrin-like peptide (Platelet aggregation inhibitor) (PAI) (Tick anti-thrombosis peptide),Ixodegrin
Ixodes ricinus,Ticks,GIFC01P.1_id_MXV00966.1,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Ixodes ricinus,Ticks,GEGO01P.1_id_JAR93064.1,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Ixodes ricinus,Ticks,GIFC01P.1_id_MXV01115.1,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Ixodes ricinus,Ticks,GIFC01P.1_id_MXV01116.1,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Ixodes ricinus,Ticks,GEGO01P.1_id_JAR93017.1,P0DM62,Astacin-like metalloprotease toxin 5 (EC 3.4.24.-) (Loxosceles astacin-like protease 5) (LALP5),Metalloproteinase
Ixodes ricinus,Ticks,GEGO01P.1_id_JAR95007.1,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II],Protease inhibitor
Ixodes ricinus,Ticks,GEGO01P.1_id_JAR89611.1,Q86RQ7,Venom peptide BmKAPI (Ascaris-type protease inhibitor) (BmAPI) (Putative anticoagulant peptide BmAP1),Protease inhibitor
Ixodes ricinus,Ticks,GEGO01P.1_id_JAR91997.1,Q58L90,Venom prothrombin activator omicarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Omicarin-C non-catalytic subunit heavy chain; Omicarin-C non-catalytic subunit light chain],prothrombin activator
Ixodes ricinus,Ticks,GIFC01P.1_id_MXU98563.1,P0C1X2,Kunitz-type conkunitzin-S1 (Conk-S1),Serine protease inhibitor
Ixodes ricinus,Ticks,GEGO01P.1_id_JAR95171.1,Q8WPI2,Boophilin-H2,Serine protease inhibitor
Ixodes ricinus,Ticks,GIFC01P.1_id_MXU98547.1,Q8WPI2,Boophilin-H2,Serine protease inhibitor
Ixodes ricinus,Ticks,GEGO01P.1_id_JAR89735.1,D8VNT0,Ryncolin-4,Veficolin
Ixodes ricinus,Ticks,GIFC01P.1_id_MXV00730.1,D8VNT0,Ryncolin-4,Veficolin
