Clust_Ref,Clust_Seq,Seq_o,Rep_nb,Species,Clust_o,Clust_od
JAR90441.1_rep4,MDC7211272.1_rep4,MDC7211272.1,4,Ixodes scapularis,Q4QXT9,Coagulation factor X (EC 3.4.21.6) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]
MCL6778879.1_rep5,MDC7213540.1,MDC7213540.1,0,Ixodes scapularis,D8VNT0,Ryncolin-4
MCL6778879.1_rep5,MDC7213540.1_rep4,MDC7213540.1,4,Ixodes scapularis,D8VNT0,Ryncolin-4
MCL6778879.1_rep5,MDC7213540.1_rep5,MDC7213540.1,5,Ixodes scapularis,D8VNT0,Ryncolin-4
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,0,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep12,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,12,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep14,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,14,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep15,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,15,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,17,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep18,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,18,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep2,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,2,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep20,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,20,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep21,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,21,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep23,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,23,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep3,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,3,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep17,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1_rep4,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1,4,Microplitis demolitor,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1,0,Microplitis demolitor,P18619,Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1_rep2,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1,2,Microplitis demolitor,P18619,Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1_rep4,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1,4,Microplitis demolitor,P18619,Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1,6,Microplitis demolitor,P18619,Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1_rep7,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005723.1.p1,7,Microplitis demolitor,P18619,Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin flavoridin]
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1,0,Microplitis demolitor,J3RZ81,Putative endothelial lipase (EC 3.1.1.3)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep15,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1,15,Microplitis demolitor,J3RZ81,Putative endothelial lipase (EC 3.1.1.3)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep19,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1,19,Microplitis demolitor,J3RZ81,Putative endothelial lipase (EC 3.1.1.3)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep3,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1,3,Microplitis demolitor,J3RZ81,Putative endothelial lipase (EC 3.1.1.3)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep4,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1,4,Microplitis demolitor,J3RZ81,Putative endothelial lipase (EC 3.1.1.3)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep5,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1,5,Microplitis demolitor,J3RZ81,Putative endothelial lipase (EC 3.1.1.3)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1,6,Microplitis demolitor,J3RZ81,Putative endothelial lipase (EC 3.1.1.3)
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep6,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1_rep8,Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1,8,Microplitis demolitor,J3RZ81,Putative endothelial lipase (EC 3.1.1.3)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01015998.1.p1,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,0,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep11,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,11,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep12,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,12,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep13,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,13,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep14,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,14,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep16,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,16,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep19,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,19,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep2,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,2,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep24,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,24,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep25,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,25,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep3,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,3,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep4,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,4,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep6,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,6,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep7,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,7,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1_rep9,Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1,9,Micrurus fulvius,B2BS84,Putative Kunitz-type serine protease inhibitor
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1,0,Micrurus fulvius,Q2XXL4,Vespryn
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep2,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1,2,Micrurus fulvius,Q2XXL4,Vespryn
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep4,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1,4,Micrurus fulvius,Q2XXL4,Vespryn
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep5,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1,5,Micrurus fulvius,Q2XXL4,Vespryn
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep6,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1,6,Micrurus fulvius,Q2XXL4,Vespryn
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1_rep7,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001746.1_prot_JAB53075.1_1,7,Micrurus fulvius,Q2XXL4,Vespryn
Micrurus_tener_GDBH01_id_lcl|GDBH01000003.1_prot_JAS05230.1_1_rep4,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001969.1_prot_JAB52852.1_1_rep4,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001969.1_prot_JAB52852.1_1,4,Micrurus fulvius,P0CAR2,Short neurotoxin D2A
Micrurus_fulvius_GAEP01_id_lcl|GAEP01001969.1_prot_JAB52852.1_1_rep9,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001969.1_prot_JAB52852.1_1_rep9,Micrurus_fulvius_GAEP01_id_lcl|GAEP01001969.1_prot_JAB52852.1_1,9,Micrurus fulvius,P0CAR2,Short neurotoxin D2A
Micrurus_tener_GDBH01_id_lcl|GDBH01000003.1_prot_JAS05230.1_1_rep4,Micrurus_tener_GDBH01_id_lcl|GDBH01000001.1_prot_JAS05232.1_1_rep5,Micrurus_tener_GDBH01_id_lcl|GDBH01000001.1_prot_JAS05232.1_1,5,Micrurus tener,P0CAR2,Short neurotoxin D2A
Micrurus_tener_GDBH01_id_lcl|GDBH01000003.1_prot_JAS05230.1_1_rep4,Micrurus_tener_GDBH01_id_lcl|GDBH01000003.1_prot_JAS05230.1_1_rep4,Micrurus_tener_GDBH01_id_lcl|GDBH01000003.1_prot_JAS05230.1_1,4,Micrurus tener,P0CAR2,Short neurotoxin D2A
MOY36017.1,MOY36017.1,MOY36017.1,0,Ixodes scapularis,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
MOY36017.1,MOY36017.1_rep2,MOY36017.1,2,Ixodes scapularis,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
MOY36017.1,MOY36017.1_rep4,MOY36017.1,4,Ixodes scapularis,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
MCL6769872.1_rep2,MOY36018.1,MOY36018.1,0,Ixodes scapularis,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
MCL6769872.1_rep2,MOY36018.1_rep2,MOY36018.1,2,Ixodes scapularis,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
MCL6769872.1_rep2,MOY36018.1_rep3,MOY36018.1,3,Ixodes scapularis,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
MCL6769872.1_rep2,MOY36018.1_rep4,MOY36018.1,4,Ixodes scapularis,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH8018782.1,MOY36410.1,MOY36410.1,0,Ixodes scapularis,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)
JAP79172.1_rep19,MOY36410.1_rep13,MOY36410.1,13,Ixodes scapularis,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)
JAP79172.1_rep19,MOY36410.1_rep8,MOY36410.1,8,Ixodes scapularis,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2)
MOY38670.1_rep22,MOY38669.1,MOY38669.1,0,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38669.1_rep11,MOY38669.1,11,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38669.1_rep14,MOY38669.1,14,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38669.1_rep15,MOY38669.1,15,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38669.1_rep16,MOY38669.1,16,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38669.1_rep2,MOY38669.1,2,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38669.1_rep21,MOY38669.1,21,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38669.1_rep22,MOY38669.1,22,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38669.1_rep24,MOY38669.1,24,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38669.1_rep4,MOY38669.1,4,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38669.1_rep5,MOY38669.1,5,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38670.1,MOY38670.1,0,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38670.1_rep11,MOY38670.1,11,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38670.1_rep14,MOY38670.1,14,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38670.1_rep15,MOY38670.1,15,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38670.1_rep16,MOY38670.1,16,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38670.1_rep2,MOY38670.1,2,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38670.1_rep21,MOY38670.1,21,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38670.1_rep22,MOY38670.1,22,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38670.1_rep24,MOY38670.1,24,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38670.1_rep4,MOY38670.1,4,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY38670.1_rep22,MOY38670.1_rep5,MOY38670.1,5,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MDC7208614.1,MOY41623.1,MOY41623.1,0,Ixodes scapularis,A0A1U9VX91,Glycerotoxin paralog 1 (GLTx paralog 1)
MOY41961.1,MOY41961.1,MOY41961.1,0,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
MOY41961.1,MOY41961.1_rep10,MOY41961.1,10,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0425547.1_rep10,MOY41961.1_rep11,MOY41961.1,11,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0425547.1_rep10,MOY41961.1_rep12,MOY41961.1,12,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0425547.1_rep10,MOY41961.1_rep13,MOY41961.1,13,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0425547.1_rep10,MOY41961.1_rep14,MOY41961.1,14,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0425547.1_rep10,MOY41961.1_rep16,MOY41961.1,16,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0425547.1_rep10,MOY41961.1_rep17,MOY41961.1,17,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0425547.1_rep10,MOY41961.1_rep2,MOY41961.1,2,Ixodes scapularis,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
